OBJECTID,SE_ANNO_CAD_DATA,Country,Feature Description,Feature Name,Controlled Unclassified Information Indicator,Is FIRRMA Site,Is Joint Base,Media Identifier,Primary Key Identifier,Globally Unique Identifier,Site Name,Site Operational Status,Site Reporting Component Code,State Name Code,x,y
427,System.Byte[],usa,na,MC Trng Area Bellows,no,no,no,na, ,,MC Trng Area Bellows,act,usmc,HI,-157.719576355,21.36126268
428,System.Byte[],usa,na,Puuloa-Oahu,no,no,no,na, ,,Puuloa-Oahu,act,usmc,HI,-157.988068374,21.3182507610001
429,System.Byte[],usa,na,"Marine Corps Base Hawaii, Camp H.M. Smith",no,yes,no,na, ,,"Marine Corps Base Hawaii, Camp H.M. Smith",act,usmc,HI,-157.905498233,21.38659062
430,System.Byte[],usa,na,Pearl City Annex,no,no,no,na, ,,Pearl City Annex,act,usmc,HI,-157.971375331,21.3835576340001
431,System.Byte[],usa,na,Marine Corps Base Hawaii,no,yes,no,na, ,,Marine Corps Base Hawaii,act,usmc,HI,-157.751182151,21.4453219930001
432,System.Byte[],usa,na,Marine Corps Air Station New River,no,yes,no,na, ,,Marine Corps Air Station New River,act,usmc,NC,-77.4394296519999,34.6526812110001
433,System.Byte[],usa,na,Marine Corps Base Camp Lejeune,no,yes,no,na, ,,Marine Corps Base Camp Lejeune,act,usmc,NC,-77.354072333,34.5958323350001
434,System.Byte[],usa,na,Marine Corps Air Station Miramar,no,yes,no,na, ,,Marine Corps Air Station Miramar,act,usmc,CA,-117.086780347,32.8684186560001
435,System.Byte[],usa,na,Brooklyn NY,no,no,no,na, ,,Brooklyn NY,act,usmcr,NY,-73.878179416,40.5825344400001
436,System.Byte[],usa,na,Syracuse MCRC,no,no,no,na, ,,Syracuse MCRC,act,usmcr,NY,-76.1249378639999,43.0962829850001
437,System.Byte[],usa,na,Marine Corps Base Quantico,no,yes,no,na, ,,Marine Corps Base Quantico,act,usmc,VA,-77.476354785,38.5581663610001
438,System.Byte[],usa,na,Former NTC,no,no,no,na, ,,Former NTC,act,usmc,CA,-117.220710892,32.7287659950001
439,System.Byte[],usa,na,MCRD San Diego,no,no,no,na, ,,MCRD San Diego,act,usmc,CA,-117.196875487,32.740784976
440,System.Byte[],usa,na,Harbor Drive,no,no,no,na, ,,Harbor Drive,act,usmc,CA,-117.208008246,32.7294233870001
441,System.Byte[],usa,na,Marine Corps Air Ground Combat Center Twentynine Palms,no,yes,no,na, ,,Marine Corps Air Ground Combat Center Twentynine Palms,act,usmc,CA,-116.21084116,34.4619202540001
442,System.Byte[],usa,na,Marine Corps Air Station Yuma,no,yes,no,na, ,,Marine Corps Air Station Yuma,act,usmc,AZ,-114.602250322,32.6454038850001
443,System.Byte[],usa,na,Barry Goldwater Range,no,no,no,na, ,,Barry Goldwater Range,act,usmc,AZ,-114.083234156,32.4982803250001
444,System.Byte[],usa,na,Chocolate Mountain Aerial Gunnery Range,no,yes,no,na, ,,Chocolate Mountain Aerial Gunnery Range,act,usmc,CA,-115.309143261,33.3118611200001
445,System.Byte[],usa,na,Naval Air Station Whidbey Island,no,yes,no,na, ,,Naval Air Station Whidbey Island,act,usn,WA,-122.662022739,48.338798313
446,System.Byte[],usa,na,Elizabeth Rvr Channel,no,no,no,na, ,,Elizabeth Rvr Channel,act,usn,VA,-76.332452867,36.8672606540001
447,System.Byte[],usa,na,Hickam Petrol Strg Ann,no,no,no,na, ,,Hickam Petrol Strg Ann,act,usn,HI,-158.033998887,21.4552756250001
448,System.Byte[],usa,na,Kamokala Ridge,no,no,no,na, ,,Kamokala Ridge,act,usn,HI,-159.754313606,22.039014246
449,System.Byte[],usa,na,CSO Barbers Point HI,no,no,no,na, ,,CSO Barbers Point HI,care,usn,HI,-158.05192429,21.3218672890001
450,System.Byte[],usa,na,Makaha Ridge,no,no,no,na, ,,Makaha Ridge,act,usn,HI,-159.7253807,22.13039002
451,System.Byte[],usa,na,Pacific Missile Range Facility,no,yes,no,na, ,,Pacific Missile Range Facility,act,usn,HI,-159.760106694,21.9902051780001
452,System.Byte[],usa,na,Jim Creek,no,no,no,na, ,,Jim Creek,act,usn,WA,-121.922010695,48.2048020990001
453,System.Byte[],usa,na,NNSY St Helena,no,no,no,na, ,,NNSY St Helena,act,usn,VA,-76.289265701,36.82554588
454,System.Byte[],usa,na,St Juliens Creek East,no,no,no,na, ,,St Juliens Creek East,act,usn,VA,-76.31017359,36.787959755
455,System.Byte[],usa,na,Joint Base Pearl Harbor-Hickam,no,yes,yes,na, ,,Joint Base Pearl Harbor-Hickam,act,usn,HI,-157.949497628,21.3388531900001
456,System.Byte[],usa,na,NAVSUPPACT Norfolk NSY,no,no,no,na, ,,NAVSUPPACT Norfolk NSY,act,usn,VA,-76.301545961,36.814745891
457,System.Byte[],usa,na,Naval Station Great Lakes IL,no,no,no,na, ,,Naval Station Great Lakes IL,act,usn,IL,-87.837631497,42.313448695
458,System.Byte[],usa,na,Naval Submarine Base New London,no,yes,no,na, ,,Naval Submarine Base New London,act,usn,CT,-72.086309214,41.399470335
459,System.Byte[],usa,na,Allegany Ballistics Lab,no,no,no,na, ,,Allegany Ballistics Lab,act,usn,WV,-78.8457345419999,39.5492530380001
460,System.Byte[],usa,na,Naval Station Newport,no,yes,no,na, ,,Naval Station Newport,act,usn,RI,-71.324633293,41.5198083400001
461,System.Byte[],usa,na,Naval Air Station Oceana Dam Neck Annex,no,yes,no,na, ,,Naval Air Station Oceana Dam Neck Annex,act,usn,VA,-75.965718986,36.7887831190001
462,System.Byte[],usa,na,Gould Island RI,no,no,no,na, ,,Gould Island RI,act,usn,RI,-71.344908189,41.537007483
463,System.Byte[],usa,na,NWIRP Bedford MA,no,no,no,na, ,,NWIRP Bedford MA,clsd,usn,MA,-71.2893045719999,42.4753672200001
464,System.Byte[],usa,na,Northwest Chesapeake VA,no,no,no,na, ,,Northwest Chesapeake VA,act,usn,VA,-76.267485484,36.559098551
465,System.Byte[],usa,na,Cheatham Annex,no,no,no,na, ,,Cheatham Annex,act,usn,VA,-76.614384716,37.286948104
466,System.Byte[],usa,na,NNSY South Gate,no,no,no,na, ,,NNSY South Gate,act,usn,VA,-76.295358467,36.8037099520001
467,System.Byte[],usa,na,Portsmouth Naval Shipyard,no,yes,no,na, ,,Portsmouth Naval Shipyard,act,usn,ME,-70.734253979,43.0801052680001
468,System.Byte[],usa,na,Naval Weapons Station Yorktown,no,no,no,na, ,,Naval Weapons Station Yorktown,act,usn,VA,-76.58559021,37.2448058200001
469,System.Byte[],usa,na,Det Phil Pny Annex,no,no,no,na, ,,Det Phil Pny Annex,act,usn,PA,-75.181989895,39.8934671230001
470,System.Byte[],usa,na,NAVSUPPACT Mechanicsburg PA,no,no,no,na, ,,NAVSUPPACT Mechanicsburg PA,act,usn,PA,-76.986597535,40.2276677140001
471,System.Byte[],usa,na,Waterfront,no,no,no,na, ,,Waterfront,act,usn,NJ,-74.0726523869999,40.4207361480001
472,System.Byte[],usa,na,Fort Sheridan,no,no,no,na, ,,Fort Sheridan,act,usn,IL,-87.804548833,42.208915163
473,System.Byte[],usa,na,Joint Expeditionary Base Little Creek-Fort Story,no,yes,yes,na, ,,Joint Expeditionary Base Little Creek-Fort Story,act,usn,VA,-76.159965708,36.9174145600001
474,System.Byte[],usa,na,Craney Island,no,no,no,na, ,,Craney Island,act,usn,VA,-76.370377348,36.888127438
475,System.Byte[],usa,na,NSA Saratoga Springs NY,no,no,no,na, ,,NSA Saratoga Springs NY,act,usn,NY,-73.821314948,43.079828267
476,System.Byte[],usa,na,Lafayette Rvr Complex,no,no,no,na, ,,Lafayette Rvr Complex,act,usn,VA,-76.302338887,36.9022678490001
477,System.Byte[],usa,na,Pittsburgh IAP ANG,no,no,no,na, ,,Pittsburgh IAP ANG,act,airNationalGuard,PA,-80.2105003249999,40.493034375
478,System.Byte[],usa,na,Naval Support Activity Crane,no,yes,no,na, ,,Naval Support Activity Crane,act,usn,IN,-86.797133768,38.868256952
479,System.Byte[],usa,na,Bratenahl,no,no,no,na, ,,Bratenahl,act,usn,OH,-81.626173719,41.542462906
480,System.Byte[],usa,na,Naval Weapons Station Earle NJ,no,no,no,na, ,,Naval Weapons Station Earle NJ,act,usn,NJ,-74.1807822339999,40.2478652570001
481,System.Byte[],usa,na,Fort Adams RI,no,no,no,na, ,,Fort Adams RI,act,usn,RI,-71.339935876,41.4753432860001
482,System.Byte[],usa,na,Naval Station Norfolk,no,yes,no,na, ,,Naval Station Norfolk,act,usn,VA,-76.2987175489999,36.942072771
483,System.Byte[],usa,na,Naval Air Station Oceana,no,yes,no,na, ,,Naval Air Station Oceana,act,usn,VA,-76.030985218,36.8137227340001
484,System.Byte[],usa,na,Yorktown Fuel Depot,no,no,no,na, ,,Yorktown Fuel Depot,act,usn,VA,-76.48604196,37.2159079690001
485,System.Byte[],usa,na,NAVMEDCEN Portsmouth VA,no,no,no,na, ,,NAVMEDCEN Portsmouth VA,act,usn,VA,-76.3080043639999,36.8461264740001
486,System.Byte[],usa,na,SDA Area,no,no,no,na, ,,SDA Area,act,usn,VA,-76.316638127,36.9200430550001
487,System.Byte[],usa,na,Redington Township,no,no,no,na, ,,Redington Township,act,usn,ME,-70.479128261,44.985718267
488,System.Byte[],usa,na,NAVSUPPACT Hampton Roads VA,no,no,no,na, ,,NAVSUPPACT Hampton Roads VA,act,usn,VA,-76.299221374,36.926413113
489,System.Byte[],usa,na,Fire Fighters School,no,no,no,na, ,,Fire Fighters School,act,usn,VA,-76.322734627,36.9215583920001
490,System.Byte[],usa,na,GL Camp JPJ,no,no,no,na, ,,GL Camp JPJ,act,usn,IL,-87.853920177,42.3003478910001
491,System.Byte[],usa,na,ALF Fentress Chesapke,no,no,no,na, ,,ALF Fentress Chesapke,act,usn,VA,-76.130789991,36.7000576350001
492,System.Byte[],usa,na,Naval Support Activity Philadelphia,no,yes,no,na, ,,Naval Support Activity Philadelphia,act,usn,PA,-75.094581272,40.0413030720001
493,System.Byte[],usa,na,Glenview,no,no,no,na, ,,Glenview,act,usn,IL,-87.836545042,42.0917332080001
494,System.Byte[],usa,na,Selfridge ANGB,no,no,no,na, ,,Selfridge ANGB,act,airNationalGuard,MI,-82.831430386,42.6115836060001
495,System.Byte[],usa,na,Naval Base Guam,no,yes,yes,na, ,,Naval Base Guam,act,usn,GU,144.648548979,13.428655045
496,System.Byte[],usa,na,Andersen Air Force Base,no,yes,no,na, ,,Andersen Air Force Base,act,usn,GU,144.8981435,13.596922954
497,System.Byte[],usa,na,Sea Plane Base,no,no,no,na, ,,Sea Plane Base,act,usn,WA,-122.600716395,48.302372285
498,System.Byte[],usa,na,Naval Weapons Systems Training Facility Boardman,no,yes,no,na, ,,Naval Weapons Systems Training Facility Boardman,act,usn,OR,-119.691205874,45.7195895180001
499,System.Byte[],usa,na,Naval Logistics Support Activity - Ketchikan,no,yes,no,na, ,,Naval Logistics Support Activity - Ketchikan,act,usn,AK,-131.760401966,55.5414582590001
500,System.Byte[],usa,na,Manchester,no,no,no,na, ,,Manchester,act,usn,WA,-122.545637948,47.566108425
501,System.Byte[],usa,na,OLF Coupeville,no,no,no,na, ,,OLF Coupeville,act,usn,WA,-122.632010069,48.189411933
502,System.Byte[],usa,na,Kodiak Tracking Station,no,yes,no,na, ,,Kodiak Tracking Station,act,usn,AK,-152.333051736,57.8203189070001
503,System.Byte[],usa,na,NARL Barrow Camp Tr1,no,no,no,na, ,,NARL Barrow Camp Tr1,act,usn,AK,-161.914029813,70.2881880840001
504,System.Byte[],usa,na,Naval Base Kitsap Bangor,no,yes,no,na, ,,Naval Base Kitsap Bangor,act,usn,WA,-122.714839767,47.7233921480001
505,System.Byte[],usa,na,Naval Base Kitsap - Keyport,no,yes,no,na, ,,Naval Base Kitsap - Keyport,act,usn,WA,-122.621300327,47.6974761550001
506,System.Byte[],usa,na,Naval Base Kitsap Bremerton WA,no,no,no,na, ,,Naval Base Kitsap Bremerton WA,act,usn,WA,-122.652079629,47.555770022
507,System.Byte[],usa,na,Naval Surface Warfare Center Carderock Division – Acoustic Research Detachment,no,yes,no,na, ,,Naval Surface Warfare Center Carderock Division – Acoustic Research Detachment,act,usn,ID,-116.56279862,47.976098187
508,System.Byte[],usa,na,CNI NAVMAG Indian Island,no,no,no,na, ,,CNI NAVMAG Indian Island,act,usn,WA,-122.726218709,48.053235145
509,System.Byte[],usa,na,NAVSTA Everett WA,no,no,no,na, ,,NAVSTA Everett WA,act,usn,WA,-122.259703844,47.9726733530001
510,System.Byte[],usa,na,Marysville WA,no,no,no,na, ,,Marysville WA,act,usn,WA,-122.171056043,48.1237034580001
511,System.Byte[],usa,na,Corry Station,no,no,no,na, ,,Corry Station,act,usn,FL,-87.2955545199999,30.40206147
512,System.Byte[],usa,na,NAS Jacksonville FL,no,no,no,na, ,,NAS Jacksonville FL,act,usn,FL,-81.684988936,30.219505493
513,System.Byte[],usa,na,NOLF Evergreen,no,no,no,na, ,,NOLF Evergreen,act,usn,AL,-87.039693877,31.417363245
514,System.Byte[],usa,na,NOLF Santa Rosa,no,no,no,na, ,,NOLF Santa Rosa,act,usn,FL,-86.938805966,30.609278096
515,System.Byte[],usa,na,OLF Bravo,no,no,no,na, ,,OLF Bravo,act,usn,MS,-88.8313648129999,32.7971364140001
516,System.Byte[],usa,na,Naval Air Station Joint Reserve Base New Orleans,no,yes,no,na, ,,Naval Air Station Joint Reserve Base New Orleans,act,usnr,LA,-90.020701628,29.831313283
517,System.Byte[],usa,na,West Bank,no,no,no,na, ,,West Bank,act,usn,LA,-90.0359526519999,29.950269125
518,System.Byte[],usa,na,OLF Bronson,no,no,no,na, ,,OLF Bronson,act,usn,FL,-87.4131189559999,30.3836012830001
519,System.Byte[],usa,na,Saufley Field,no,no,no,na, ,,Saufley Field,act,usn,FL,-87.341374316,30.4704706260001
520,System.Byte[],usa,na,Naval Air Station Meridian,no,yes,no,na, ,,Naval Air Station Meridian,act,usn,MS,-88.56944971,32.5532066640001
521,System.Byte[],usa,na,Northside Mid-South,no,no,no,na, ,,Northside Mid-South,act,usn,TN,-89.8598192869999,35.3428145600001
522,System.Byte[],usa,na,Naval Logistics Support Annex Orlando,no,yes,no,na, ,,Naval Logistics Support Annex Orlando,act,usn,FL,-81.196795977,28.5840910540001
523,System.Byte[],usa,na,NAS Kingsville TX,no,no,no,na, ,,NAS Kingsville TX,act,usn,TX,-97.810102703,27.5009248060001
524,System.Byte[],usa,na,Trumbo Point Annex,no,no,no,na, ,,Trumbo Point Annex,act,usn,FL,-81.791211265,24.564361494
525,System.Byte[],usa,na,NAS Pensacola FL,no,no,no,na, ,,NAS Pensacola FL,act,usn,FL,-87.328642514,30.348201096
526,System.Byte[],usa,na,ALF Orange,no,no,no,na, ,,ALF Orange,act,usn,TX,-98.043246645,27.896100059
527,System.Byte[],usa,na,Yankee Target Range,no,no,no,na, ,,Yankee Target Range,act,usn,TX,-98.723869782,28.24618775
528,System.Byte[],usa,na,Woolmarket (De Soto),no,no,no,na, ,,Woolmarket (De Soto),act,usn,MS,-88.9718210939999,30.5417021230001
529,System.Byte[],usa,na,Truman Annex,no,no,no,na, ,,Truman Annex,act,usn,FL,-81.8047375199999,24.5465711530001
530,System.Byte[],usa,na,CBC Gulfport MS,no,no,no,na, ,,CBC Gulfport MS,act,usn,MS,-89.1263993009999,30.377948105
531,System.Byte[],usa,na,Barin Field,no,no,no,na, ,,Barin Field,act,usn,AL,-87.632275068,30.3914743080001
532,System.Byte[],usa,na,NOLF Spencer,no,no,no,na, ,,NOLF Spencer,act,usn,FL,-87.139780096,30.625337228
533,System.Byte[],usa,na,NAS Whiting Field Milton FL,no,no,no,na, ,,NAS Whiting Field Milton FL,act,usn,FL,-87.019622412,30.711098393
534,System.Byte[],usa,na,NOLF Choctaw,no,no,no,na, ,,NOLF Choctaw,act,usn,FL,-86.9569005289999,30.5061992190001
535,System.Byte[],usa,na,Naval Air Station Corpus Christi,no,yes,no,na, ,,Naval Air Station Corpus Christi,act,usn,TX,-97.279307531,27.692424488
536,System.Byte[],usa,na,Naval Support Activity Panama City,no,yes,no,na, ,,Naval Support Activity Panama City,act,usn,FL,-85.749867756,30.1655366140001
537,System.Byte[],usa,na,NAVSUPPFAC Beaufort SC,no,no,no,na, ,,NAVSUPPFAC Beaufort SC,act,usn,SC,-80.681987459,32.3890008720001
538,System.Byte[],usa,na,FLC Fuel Depot Heckscher,no,no,no,na, ,,FLC Fuel Depot Heckscher,act,usn,FL,-81.627444646,30.400193546
539,System.Byte[],usa,na,NOLF Silverhill,no,no,no,na, ,,NOLF Silverhill,act,usn,AL,-87.809531917,30.5618072450001
540,System.Byte[],usa,na,NOLF Brewton,no,no,no,na, ,,NOLF Brewton,act,usn,AL,-87.064469297,31.0486462330001
541,System.Byte[],usa,na,NOLF Summerdale,no,no,no,na, ,,NOLF Summerdale,act,usn,AL,-87.646200533,30.507973699
542,System.Byte[],usa,na,NSWC Carderock Div,no,no,no,na, ,,NSWC Carderock Div,act,usn,TN,-90.141376328,35.088346841
543,System.Byte[],usa,na,Naval Submarine Base Kings Bay,no,yes,no,na, ,,Naval Submarine Base Kings Bay,act,usn,GA,-81.538052175,30.7904479750001
544,System.Byte[],usa,na,NAS Fort Worth JRB TX,no,no,no,na, ,,NAS Fort Worth JRB TX,act,usnr,TX,-97.429380076,32.7755794
545,System.Byte[],usa,na,NAVSTA Mayport FL,no,no,no,na, ,,NAVSTA Mayport FL,act,usn,FL,-81.416383101,30.3844139730001
546,System.Byte[],usa,na,NOLF Holley,no,no,no,na, ,,NOLF Holley,act,usn,FL,-86.892527243,30.425382218
547,System.Byte[],usa,na,NOLF Wolf,no,no,no,na, ,,NOLF Wolf,act,usn,AL,-87.541040723,30.344332611
548,System.Byte[],usa,na,OLF Whitehouse,no,no,no,na, ,,OLF Whitehouse,act,usn,FL,-81.878077892,30.3565998190001
549,System.Byte[],usa,na,NAVSUPPACT Midsouth Memphis TN,no,no,no,na, ,,NAVSUPPACT Midsouth Memphis TN,act,usn,TN,-89.870783795,35.331424226
550,System.Byte[],usa,na,Naval Base Ventura County – Point Mugu Operating Facility,no,yes,no,na, ,,Naval Base Ventura County – Point Mugu Operating Facility,act,usn,CA,-119.110013772,34.1123267880001
551,System.Byte[],usa,na,Broadway Complex,no,no,no,na, ,,Broadway Complex,act,usn,CA,-117.172020559,32.7136525760001
552,System.Byte[],usa,na,Navy Annex,no,no,no,na, ,,Navy Annex,act,usn,CA,-121.860796966,36.591649519
553,System.Byte[],usa,na,Long Beach Fuel Complex,no,no,no,na, ,,Long Beach Fuel Complex,act,usn,CA,-118.233472045,33.7417448090001
554,System.Byte[],usa,na,San Pedro Fuel Depot,no,no,no,na, ,,San Pedro Fuel Depot,act,usn,CA,-118.301614446,33.772001222
555,System.Byte[],usa,na,National City,no,no,no,na, ,,National City,act,usn,CA,-117.113270451,32.6720920870001
556,System.Byte[],usa,na,Holtville Carrier LS,no,no,no,na, ,,Holtville Carrier LS,act,usn,CA,-115.258177991,32.838556947
557,System.Byte[],usa,na,San Nicolas Island,no,no,no,na, ,,San Nicolas Island,act,usn,CA,-119.505952863,33.247854756
558,System.Byte[],usa,na,NAVWPNSTA Seal Beach,no,no,no,na, ,,NAVWPNSTA Seal Beach,act,usn,CA,-118.064221577,33.7504513170001
559,System.Byte[],usa,na,Imperial Beach NOLF,no,no,no,na, ,,Imperial Beach NOLF,act,usn,CA,-117.112008448,32.5624022430001
560,System.Byte[],usa,na,Silver Strand South,no,no,no,na, ,,Silver Strand South,act,usn,CA,-117.128170944,32.5969675490001
561,System.Byte[],usa,na,Target 101 Shade Tree,no,no,no,na, ,,Target 101 Shade Tree,act,usn,CA,-115.717503126,32.9334804000001
562,System.Byte[],usa,na,San Clemente IS NALF,no,no,no,na, ,,San Clemente IS NALF,act,usn,CA,-118.477643085,32.880514094
563,System.Byte[],usa,na,Old Town Site 1,no,no,no,na, ,,Old Town Site 1,act,usn,CA,-117.197008871,32.7486743430001
564,System.Byte[],usa,na,Santa Cruz Island,no,no,no,na, ,,Santa Cruz Island,act,usn,CA,-119.633221863,33.9948018900001
565,System.Byte[],usa,na,CSO NAS Alameda,no,no,no,na, ,,CSO NAS Alameda,care,usn,CA,-119.701990641,36.7808216230001
566,System.Byte[],usa,na,NAVPMOSSP Magna Utah,no,no,no,na, ,,NAVPMOSSP Magna Utah,act,usn,UT,-112.07330428,40.6783887020001
567,System.Byte[],usa,na,Warner Springs Rts,no,no,no,na, ,,Warner Springs Rts,act,usn,CA,-116.699232629,33.3271796860001
568,System.Byte[],usa,na,NAVSUPPACT Monterey CA,no,no,no,na, ,,NAVSUPPACT Monterey CA,act,usn,CA,-121.873405389,36.59734315
569,System.Byte[],usa,na,Amphib Base Coronado West,no,no,no,na, ,,Amphib Base Coronado West,act,usn,CA,-117.167654101,32.6713189660001
570,System.Byte[],usa,na,Naval Air Weapons Station China Lake,no,yes,no,na, ,,Naval Air Weapons Station China Lake,act,usn,CA,-117.643919103,35.9343533160001
571,System.Byte[],usa,na,Naval Base Ventura County – Port Hueneme Operating Facility,no,yes,no,na, ,,Naval Base Ventura County – Port Hueneme Operating Facility,act,usn,CA,-119.208411479,34.162904487
572,System.Byte[],usa,na,South Point,no,no,no,na, ,,South Point,act,usn,CA,-117.240517356,32.667777486
573,System.Byte[],usa,na,Fallbrook California,no,no,no,na, ,,Fallbrook California,act,usn,CA,-117.283194567,33.3588835080001
574,System.Byte[],usa,na,Dryside,no,no,no,na, ,,Dryside,act,usn,CA,-117.121366469,32.6866990080001
575,System.Byte[],usa,na,Sewage Evaporation Pond,no,no,no,na, ,,Sewage Evaporation Pond,act,usn,CA,-119.883529044,36.243764679
576,System.Byte[],usa,na,NAVPMOSSP Mtn View,no,no,no,na, ,,NAVPMOSSP Mtn View,act,usn,CA,-122.028398714,37.4129145640001
577,System.Byte[],usa,na,Mission Gorge Rec Area,no,no,no,na, ,,Mission Gorge Rec Area,act,usn,CA,-117.087412044,32.810760949
578,System.Byte[],usa,na,Camp Morena,no,no,no,na, ,,Camp Morena,act,usn,CA,-116.518634935,32.711835949
579,System.Byte[],usa,na,Camp Michael Monsoor,no,no,no,na, ,,Camp Michael Monsoor,act,usn,CA,-116.438850707,32.671438946
580,System.Byte[],usa,na,Naval Weapons Station Seal Beach Detachment Norco,no,yes,no,na, ,,Naval Weapons Station Seal Beach Detachment Norco,act,usn,CA,-117.569462918,33.923767668
581,System.Byte[],usa,na,NAVBASE Coronado,no,no,no,na, ,,NAVBASE Coronado,act,usn,CA,-117.207088699,32.70002011
582,System.Byte[],usa,na,Amphib Base Coronado East,no,no,no,na, ,,Amphib Base Coronado East,act,usn,CA,-117.15331659,32.660464194
583,System.Byte[],usa,na,Naval Base San Diego,no,yes,no,na, ,,Naval Base San Diego,act,usn,CA,-117.123008843,32.675702648
584,System.Byte[],usa,na,Balboa Hospital,no,no,no,na, ,,Balboa Hospital,act,usn,CA,-117.145051329,32.726266589
585,System.Byte[],usa,na,NAVOBSSTA Flagstaff AZ,no,no,no,na, ,,NAVOBSSTA Flagstaff AZ,act,usn,AZ,-111.739884263,35.186583962
586,System.Byte[],usa,na,Arlington Service Ctr,no,no,no,na, ,,Arlington Service Ctr,act,usn,VA,-77.079335021,38.86773485
587,System.Byte[],usa,na,Naval Research Laboratory – Tilghman,no,yes,no,na, ,,Naval Research Laboratory – Tilghman,act,usn,MD,-76.343553263,38.678346354
588,System.Byte[],usa,na,Gambrills MD,no,no,no,na, ,,Gambrills MD,act,usn,MD,-76.676276447,39.0567083220001
589,System.Byte[],usa,na,Naval Support Activity Wash,no,no,no,na, ,,Naval Support Activity Wash,act,usn,DC,-76.995082748,38.8740252850001
590,System.Byte[],usa,na,Naval Air Station Patuxent River,no,yes,no,na, ,,Naval Air Station Patuxent River,act,usn,MD,-76.420255728,38.2819912050001
591,System.Byte[],usa,na,Webster Field,no,no,no,na, ,,Webster Field,act,usn,MD,-76.4278532829999,38.144847827
592,System.Byte[],usa,na,NAVSUPPACT Bethesda MD,no,no,no,na, ,,NAVSUPPACT Bethesda MD,act,usn,MD,-77.090386415,39.001920071
593,System.Byte[],usa,na,Naval Observatory,no,no,no,na, ,,Naval Observatory,act,usn,DC,-77.067034747,38.9214264600001
594,System.Byte[],usa,na,Naval Support Facility Carderock,no,yes,no,na, ,,Naval Support Facility Carderock,act,usn,MD,-77.19280623,38.9744769500001
595,System.Byte[],usa,na,Upper Yard Annapolis,no,no,no,na, ,,Upper Yard Annapolis,act,usn,MD,-76.493939386,38.9893773960001
596,System.Byte[],usa,na,Naval Support Facility Dahlgren,no,yes,no,na, ,,Naval Support Facility Dahlgren,act,usn,VA,-77.032543943,38.339823193
597,System.Byte[],usa,na,Chesapeake Bay Detach,no,no,no,na, ,,Chesapeake Bay Detach,act,usn,MD,-76.533775407,38.65838876
598,System.Byte[],usa,na,Naval Research Laboratory,no,yes,no,na, ,,Naval Research Laboratory,act,usn,DC,-77.0244870559999,38.8242568360001
599,System.Byte[],usa,na,Pumpkin Neck,no,no,no,na, ,,Pumpkin Neck,act,usn,VA,-77.042194882,38.301987298
600,System.Byte[],usa,na,NMIC Suitland,no,no,no,na, ,,NMIC Suitland,act,usn,MD,-76.936692153,38.84884485
601,System.Byte[],usa,na,Naval Support Facility Indian Head,no,yes,no,na, ,,Naval Support Facility Indian Head,act,usn,MD,-77.183515249,38.584982548
602,System.Byte[],usa,na,Stump Neck Area,no,no,no,na, ,,Stump Neck Area,act,usn,MD,-77.20917968,38.548411367
603,System.Byte[],usa,na,NAVACAD North Severn,no,no,no,na, ,,NAVACAD North Severn,act,usn,MD,-76.4693636219999,38.993435242
604,System.Byte[],usa,na,NRC Solomons,no,no,no,na, ,,NRC Solomons,act,usn,MD,-76.471054813,38.3364243780001
605,System.Byte[],usa,na,Fallon Range Complex,no,yes,no,na, ,,Fallon Range Complex,act,usn,NV,-118.704559583,39.422305296
606,System.Byte[],usa,na,Naval Base Point Loma,no,yes,no,na, ,,Naval Base Point Loma,act,usn,CA,-117.250670182,32.700942108
607,System.Byte[],usa,na,NAF El Centro,no,no,no,na, ,,NAF El Centro,act,usn,CA,-115.66815355,32.825394896
608,System.Byte[],usa,na,NAS Lemoore CA,no,no,no,na, ,,NAS Lemoore CA,act,usn,CA,-119.933991872,36.319204224
609,System.Byte[],usa,na,Defense Advanced Research Projects Agency,no,yes,no,na, ,,Defense Advanced Research Projects Agency,act,whs,VA,-77.1086492109999,38.878751579
610,System.Byte[],usa,na,Air Force Office of Scientific Research,no,yes,no,na, ,,Air Force Office of Scientific Research,act,whs,VA,-77.108611125,38.8808585800001
611,System.Byte[],usa,na,Mark Center,no,yes,no,na, ,,Mark Center,act,whs,VA,-77.11735384,38.829456909
612,System.Byte[],usa,na,Pentagon,no,yes,no,na, ,,Pentagon,act,whs,VA,-77.0555895909999,38.8707087000001
613,System.Byte[],usa,na,NAVSUPPACT Annapolis,no,no,No,na, ,,NAVSUPPACT Annapolis,act,usn,MD,-76.483854061,38.9820372990001
614,System.Byte[],usa,na,NALF Goliad,no,no,No,na, ,,NALF Goliad,act,usn,TX,-97.606495877,28.6161079450001
615,System.Byte[],usa,na,Fleming Key Magazine,no,no,No,na, ,,Fleming Key Magazine,act,usn,FL,-81.7969517499999,24.5795765440001
616,System.Byte[],usa,na,Dixie Target Range,no,no,No,na, ,,Dixie Target Range,act,usn,TX,-98.728363373,28.097384527
617,System.Byte[],usa,na,Pineros Island,no,no,No,na, ,,Pineros Island,care,usn,PR,-65.591688174,18.251549347
618,System.Byte[],usa,na,Vieques West PR,no,no,No,na, ,,Vieques West PR,act,usn,PR,-65.5122259359999,18.096223713
619,System.Byte[],usa,na,NAS Key West FL,no,no,No,na, ,,NAS Key West FL,act,usn,FL,-81.691866594,24.57326019
