"compound","exposure","spec","margin","estimate","p.value","nobs","detect_rate","sig"
"PFOA","milbase_10km","raw","tobit_censored",0.142413231186875,0.00720800254851532,2032,0.344488188976378,"***"
"PFOA","milbase_10km","raw","intensive_detects",0.0494746462205217,0.205285966506866,700,0.344488188976378,""
"PFOA","milbase_10km","cov","detect_LPM",0.0485572011433729,0.0940456046470385,1894,0.344488188976378,"*"
"PFOA","milbase_10km","cov","tobit_censored",0.138013217373959,0.0310704753549195,1894,0.344488188976378,"**"
"PFOA","milbase_10km","cov","intensive_detects",0.093732229427797,0.0678318731270077,655,0.344488188976378,"*"
"PFOA","milbase_25km","raw","detect_LPM",0.0653951438912724,3.47726230217636e-10,2032,0.344488188976378,"***"
"PFOA","milbase_25km","raw","tobit_censored",0.135377439930061,6.59096725927321e-09,2032,0.344488188976378,"***"
"PFOA","milbase_25km","raw","intensive_detects",0.00470530189745347,0.774003941653357,700,0.344488188976378,""
"PFOA","milbase_25km","cov","detect_LPM",0.0645047784535172,8.66842235886105e-07,1894,0.344488188976378,"***"
"PFOA","milbase_25km","cov","tobit_censored",0.134950028598783,2.81212472330128e-06,1894,0.344488188976378,"***"
"PFOA","milbase_25km","cov","intensive_detects",0.0129372316608525,0.564884498230614,655,0.344488188976378,""
"PFOA","all_combined_10km","raw","detect_LPM",0.020035423621666,0.119893061263151,2032,0.344488188976378,""
"PFOA","all_combined_10km","raw","tobit_censored",0.0549347644907117,0.0594722371045375,2032,0.344488188976378,"*"
"PFOA","all_combined_10km","raw","intensive_detects",0.0250178442590628,0.226503424813624,700,0.344488188976378,""
"PFOA","all_combined_10km","cov","detect_LPM",0.0234627246005433,0.115043993184569,1894,0.344488188976378,""
"PFOA","all_combined_10km","cov","tobit_censored",0.0648026888265427,0.0502011109363417,1894,0.344488188976378,"*"
"PFOA","all_combined_10km","cov","intensive_detects",0.0416122576377912,0.10075345320151,655,0.344488188976378,""
